warehouse,floor_no,rack_no,location_id,x,y,z
5BTG,3,35,3355262,-5872.0,3653.0,745.0
5BTG,3,35,3355271,-6012.0,3518.0,745.0
5BTG,3,35,3355272,-6012.0,3653.0,745.0
5BTG,3,35,3355281,-6152.0,3518.0,745.0
5BTG,3,35,3355282,-6152.0,3653.0,745.0
5BTG,3,35,3355291,-6292.0,3518.0,745.0
5BTG,3,35,3355292,-6292.0,3653.0,745.0
5BTG,3,35,3355301,-6432.0,3518.0,745.0
5BTG,3,35,3355302,-6432.0,3653.0,745.0
5BTG,3,35,3355311,-6572.0,3518.0,745.0
5BTG,3,35,3355312,-6572.0,3653.0,745.0
5BTG,3,35,3355321,-6712.0,3518.0,745.0
5BTG,3,35,3355322,-6712.0,3653.0,745.0
5BTG,3,35,3355331,-6852.0,3518.0,745.0
5BTG,3,35,3355332,-6852.0,3653.0,745.0
5BTG,3,35,3355341,-6992.0,3518.0,745.0
5BTG,3,35,3355342,-6992.0,3653.0,745.0
5BTG,3,35,3355351,-7132.0,3518.0,745.0
5BTG,3,35,3355352,-7132.0,3653.0,745.0
5BTG,3,35,3355361,-7272.0,3518.0,745.0
5BTG,3,35,3355362,-7272.0,3653.0,745.0
5BTG,3,35,3355371,-7412.0,3518.0,745.0
5BTG,3,35,3355372,-7412.0,3653.0,745.0
5BTG,3,35,3355381,-7552.0,3518.0,745.0
5BTG,3,35,3355382,-7552.0,3653.0,745.0
5BTG,3,35,3355391,-7692.0,3518.0,745.0
5BTG,3,35,3355392,-7692.0,3653.0,745.0
5BTG,3,35,3355401,-7832.0,3518.0,745.0
5BTG,3,35,3355402,-7832.0,3653.0,745.0
5BTG,3,35,3355411,-7972.0,3518.0,745.0
5BTG,3,35,3355412,-7972.0,3653.0,745.0
5BTG,3,35,3355421,-8112.0,3518.0,745.0
5BTG,3,35,3355422,-8112.0,3653.0,745.0
5BTG,3,35,3355431,-8252.0,3518.0,745.0
5BTG,3,35,3355432,-8252.0,3653.0,745.0
5BTG,3,35,3355441,-8392.0,3518.0,745.0
5BTG,3,35,3355442,-8392.0,3653.0,745.0
5BTG,3,35,3355451,-8532.0,3518.0,745.0
5BTG,3,35,3355452,-8532.0,3653.0,745.0
5BTG,3,35,3355461,-8672.0,3518.0,745.0
5BTG,3,35,3355462,-8672.0,3653.0,745.0
5BTG,3,35,3355471,-8812.0,3518.0,745.0
5BTG,3,35,3355472,-8812.0,3653.0,745.0
5BTG,3,35,3355481,-8952.0,3518.0,745.0
5BTG,3,35,3355482,-8952.0,3653.0,745.0
5BTG,3,35,3355491,-9092.0,3518.0,745.0
5BTG,3,35,3355492,-9092.0,3653.0,745.0
5BTG,3,35,3355501,-9232.0,3518.0,745.0
5BTG,3,35,3355502,-9232.0,3653.0,745.0
5BTG,3,35,3355511,-9372.0,3518.0,745.0
5BTG,3,35,3355512,-9372.0,3653.0,745.0
5BTG,3,35,3355521,-9512.0,3518.0,745.0
5BTG,3,35,3355522,-9512.0,3653.0,745.0
5BTG,3,35,3355531,-9652.0,3518.0,745.0
5BTG,3,35,3355532,-9652.0,3653.0,745.0
5BTG,3,35,3355541,-9792.0,3518.0,745.0
5BTG,3,35,3355542,-9792.0,3653.0,745.0
5BTG,3,35,3355551,-9932.0,3518.0,745.0
5BTG,3,35,3355552,-9932.0,3653.0,745.0
5BTG,3,35,3355561,-10072.0,3518.0,745.0
5BTG,3,35,3355562,-10072.0,3653.0,745.0
5BTG,3,35,3355571,-10212.0,3518.0,745.0
5BTG,3,35,3355572,-10212.0,3653.0,745.0
5BTG,3,35,3355581,-10352.0,3518.0,745.0
5BTG,3,35,3355582,-10352.0,3653.0,745.0
5BTG,3,35,3356031,-2652.0,3518.0,920.0
5BTG,3,35,3356032,-2652.0,3653.0,920.0
5BTG,3,35,3356041,-2792.0,3518.0,920.0
5BTG,3,35,3356042,-2792.0,3653.0,920.0
5BTG,3,35,3356051,-2932.0,3518.0,920.0
5BTG,3,35,3356052,-2932.0,3653.0,920.0
5BTG,3,35,3356061,-3072.0,3518.0,920.0
5BTG,3,35,3356062,-3072.0,3653.0,920.0
5BTG,3,35,3356071,-3212.0,3518.0,920.0
5BTG,3,35,3356072,-3212.0,3653.0,920.0
5BTG,3,35,3356081,-3352.0,3518.0,920.0
5BTG,3,35,3356082,-3352.0,3653.0,920.0
5BTG,3,35,3356091,-3492.0,3518.0,920.0
5BTG,3,35,3356092,-3492.0,3653.0,920.0
5BTG,3,35,3356101,-3632.0,3518.0,920.0
5BTG,3,35,3356102,-3632.0,3653.0,920.0
5BTG,3,35,3356111,-3772.0,3518.0,920.0
5BTG,3,35,3356112,-3772.0,3653.0,920.0
5BTG,3,35,3356121,-3912.0,3518.0,920.0
5BTG,3,35,3356122,-3912.0,3653.0,920.0
5BTG,3,35,3356131,-4052.0,3518.0,920.0
5BTG,3,35,3356132,-4052.0,3653.0,920.0
5BTG,3,35,3356141,-4192.0,3518.0,920.0
5BTG,3,35,3356142,-4192.0,3653.0,920.0
5BTG,3,35,3356151,-4332.0,3518.0,920.0
5BTG,3,35,3356152,-4332.0,3653.0,920.0
5BTG,3,35,3356161,-4472.0,3518.0,920.0
5BTG,3,35,3356162,-4472.0,3653.0,920.0
5BTG,3,35,3356171,-4612.0,3518.0,920.0
5BTG,3,35,3356172,-4612.0,3653.0,920.0
5BTG,3,35,3356181,-4752.0,3518.0,920.0
5BTG,3,35,3356182,-4752.0,3653.0,920.0
5BTG,3,35,3356191,-4892.0,3518.0,920.0
5BTG,3,35,3356192,-4892.0,3653.0,920.0
5BTG,3,35,3356201,-5032.0,3518.0,920.0
5BTG,3,35,3356202,-5032.0,3653.0,920.0
5BTG,3,35,3356211,-5172.0,3518.0,920.0
5BTG,3,35,3356212,-5172.0,3653.0,920.0
5BTG,3,35,3356221,-5312.0,3518.0,920.0
5BTG,3,35,3356222,-5312.0,3653.0,920.0
5BTG,3,35,3356231,-5452.0,3518.0,920.0
5BTG,3,35,3356232,-5452.0,3653.0,920.0
5BTG,3,35,3356241,-5592.0,3518.0,920.0
5BTG,3,35,3356242,-5592.0,3653.0,920.0
5BTG,3,35,3356251,-5732.0,3518.0,920.0
5BTG,3,35,3356252,-5732.0,3653.0,920.0
5BTG,3,35,3356261,-5872.0,3518.0,920.0
5BTG,3,35,3356262,-5872.0,3653.0,920.0
5BTG,3,35,3356271,-6012.0,3518.0,920.0
5BTG,3,35,3356272,-6012.0,3653.0,920.0
5BTG,3,35,3356281,-6152.0,3518.0,920.0
5BTG,3,35,3356282,-6152.0,3653.0,920.0
5BTG,3,35,3356291,-6292.0,3518.0,920.0
5BTG,3,35,3356292,-6292.0,3653.0,920.0
5BTG,3,35,3356301,-6432.0,3518.0,920.0
5BTG,3,35,3356302,-6432.0,3653.0,920.0
5BTG,3,35,3356311,-6572.0,3518.0,920.0
5BTG,3,35,3356312,-6572.0,3653.0,920.0
5BTG,3,35,3356321,-6712.0,3518.0,920.0
5BTG,3,35,3356322,-6712.0,3653.0,920.0
5BTG,3,35,3356331,-6852.0,3518.0,920.0
5BTG,3,35,3356332,-6852.0,3653.0,920.0
5BTG,3,35,3356341,-6992.0,3518.0,920.0
5BTG,3,35,3356342,-6992.0,3653.0,920.0
5BTG,3,35,3356351,-7132.0,3518.0,920.0
5BTG,3,35,3356352,-7132.0,3653.0,920.0
5BTG,3,35,3356361,-7272.0,3518.0,920.0
5BTG,3,35,3356362,-7272.0,3653.0,920.0
5BTG,3,35,3356371,-7412.0,3518.0,920.0
5BTG,3,35,3356372,-7412.0,3653.0,920.0
5BTG,3,35,3356381,-7552.0,3518.0,920.0
5BTG,3,35,3356382,-7552.0,3653.0,920.0
5BTG,3,35,3356391,-7692.0,3518.0,920.0
5BTG,3,35,3356392,-7692.0,3653.0,920.0
5BTG,3,35,3356401,-7832.0,3518.0,920.0
5BTG,3,35,3356402,-7832.0,3653.0,920.0
5BTG,3,35,3356411,-7972.0,3518.0,920.0
5BTG,3,35,3356412,-7972.0,3653.0,920.0
5BTG,3,35,3356421,-8112.0,3518.0,920.0
5BTG,3,35,3356422,-8112.0,3653.0,920.0
5BTG,3,35,3356431,-8252.0,3518.0,920.0
5BTG,3,35,3356432,-8252.0,3653.0,920.0
5BTG,3,35,3356441,-8392.0,3518.0,920.0
5BTG,3,35,3356442,-8392.0,3653.0,920.0
5BTG,3,35,3356451,-8532.0,3518.0,920.0
5BTG,3,35,3356452,-8532.0,3653.0,920.0
5BTG,3,35,3356461,-8672.0,3518.0,920.0
5BTG,3,35,3356462,-8672.0,3653.0,920.0
5BTG,3,35,3356471,-8812.0,3518.0,920.0
5BTG,3,35,3356472,-8812.0,3653.0,920.0
5BTG,3,35,3356481,-8952.0,3518.0,920.0
5BTG,3,35,3356482,-8952.0,3653.0,920.0
5BTG,3,35,3356491,-9092.0,3518.0,920.0
5BTG,3,35,3356492,-9092.0,3653.0,920.0
5BTG,3,35,3356501,-9232.0,3518.0,920.0
5BTG,3,35,3356502,-9232.0,3653.0,920.0
5BTG,3,35,3356511,-9372.0,3518.0,920.0
5BTG,3,35,3356512,-9372.0,3653.0,920.0
5BTG,3,35,3356521,-9512.0,3518.0,920.0
5BTG,3,35,3356522,-9512.0,3653.0,920.0
5BTG,3,35,3356531,-9652.0,3518.0,920.0
5BTG,3,35,3356532,-9652.0,3653.0,920.0
5BTG,3,35,3356541,-9792.0,3518.0,920.0
5BTG,3,35,3356542,-9792.0,3653.0,920.0
5BTG,3,35,3356551,-9932.0,3518.0,920.0
5BTG,3,35,3356552,-9932.0,3653.0,920.0
5BTG,3,35,3356561,-10072.0,3518.0,920.0
5BTG,3,35,3356562,-10072.0,3653.0,920.0
5BTG,3,35,3356571,-10212.0,3518.0,920.0
5BTG,3,35,3356572,-10212.0,3653.0,920.0
5BTG,3,35,3356581,-10352.0,3518.0,920.0
5BTG,3,35,3356582,-10352.0,3653.0,920.0
